line,chart,root,season,queries
2083,壬寅丁未丙申甲午,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2086,甲辰丙寅丙寅壬辰,HEAVY,SUPPORTS,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE
2093,庚寅己丑丙子乙未,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2096,丁亥辛亥辛未壬辰,NONE,OUT_OF_SEASON,ZHONGGUA-2SIDE
2105,壬辰甲辰庚午丙戌,LIGHT,SUPPORTS,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2108,癸丑戊午壬寅庚戌,LIGHT,OUT_OF_SEASON,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|HE-HUASHEN-DESHI|ZHONGGUA-2SIDE
2111,乙亥庚辰丙子庚寅,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2118,丁亥丁未乙亥己卯,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2121,丙戌乙未乙巳丁亥,LIGHT,OUT_OF_SEASON,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE
2128,己巳辛未戊戌己未,HEAVY,IN_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2131,庚辰己丑己亥壬申,LIGHT,IN_SEASON,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE
2142,壬辰壬子辛酉己丑,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2145,己丑丙子辛酉壬辰,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|HE-HUASHEN-DESHI|ZHONGGUA-2SIDE|RI-BEI-HE
2148,甲戌丙子庚子丙戌,LIGHT,OUT_OF_SEASON,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2152,己巳庚午己亥丙寅,HEAVY,SUPPORTS,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|ZHONGGUA-2SIDE
2155,辛未戊戌戊戌丁巳,HEAVY,IN_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2158,己丑丁丑己亥乙丑,LIGHT,IN_SEASON,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2161,丙戌己亥甲戌庚午,HEAVY,SUPPORTS,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|RI-BEI-HE
2164,庚寅癸未甲午甲戌,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE
2168,癸酉乙卯庚戌戊寅,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|ZHONGGUA-2SIDE|RI-BEI-HE
2179,壬辰壬寅己未戊辰,LIGHT,OUT_OF_SEASON,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2182,壬戌甲辰甲戌丙寅,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2185,甲寅丁丑丁卯庚戌,LIGHT,OUT_OF_SEASON,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2188,丁亥壬子庚子辛巳,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE
2195,戊辰乙卯己卯丙辰,LIGHT,OUT_OF_SEASON,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2198,癸未己未庚子甲申,HEAVY,SUPPORTS,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|HE-HUASHEN-DESHI|SHI-GUI-LU|ZHONGGUA-2SIDE
2201,癸未癸亥甲午丁卯,HEAVY,SUPPORTS,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2204,壬辰己酉癸卯己卯,LIGHT,SUPPORTS,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE
2207,己亥甲戌庚子丙子,LIGHT,SUPPORTS,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|HE-HUASHEN-DESHI|ZHONGGUA-2SIDE
2210,己亥丙子庚子辛巳,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|HE-HUASHEN-DESHI|SHI-GUI-LU|ZHONGGUA-2SIDE
2213,丙申壬辰丙子壬辰,NONE,OUT_OF_SEASON,ZHONGGUA-2SIDE
2216,戊午壬戌壬子乙巳,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|ZHONGGUA-2SIDE
2219,庚戌辛巳乙卯戊寅,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|RI-BEI-HE
2222,癸亥乙卯戊午甲寅,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE
2225,戊子壬戌庚寅癸未,LIGHT,SUPPORTS,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE
2229,戊子己未辛亥戊子,LIGHT,SUPPORTS,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2236,癸巳壬戌乙卯戊寅,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE
2239,癸未庚申甲申乙亥,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|JUECHU-FENGSHENG|ROOT-GAN-PRIORITY|HE-HUASHEN-DESHI|SHI-GUI-LU|ZHONGGUA-2SIDE
2242,壬午甲辰丁巳己酉,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|HE-HUASHEN-DESHI|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE
2245,癸未乙卯丙午丁酉,HEAVY,SUPPORTS,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|ZHONGGUA-2SIDE
2248,戊申庚申壬申甲辰,HEAVY,SUPPORTS,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2251,己亥癸酉壬申戊申,HEAVY,SUPPORTS,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2258,己巳壬申甲寅戊辰,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|JUECHU-FENGSHENG|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE
2261,庚午丙戌乙卯丁丑,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|RI-BEI-HE
2264,己丑庚午戊申癸亥,HEAVY,SUPPORTS,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|HE-HUASHEN-DESHI|ZHONGGUA-2SIDE|RI-BEI-HE
2267,壬子甲辰戊戌丙辰,LIGHT,IN_SEASON,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2270,癸巳甲寅丙戌庚寅,HEAVY,SUPPORTS,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2273,壬辰甲辰辛酉丁酉,HEAVY,SUPPORTS,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2283,庚申庚辰戊辰戊午,HEAVY,IN_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2285,甲子丙寅己丑甲子,LIGHT,OUT_OF_SEASON,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|RI-BEI-HE
2287,壬申壬寅丙子乙未,HEAVY,SUPPORTS,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE
2289,己亥丁卯庚申庚辰,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE
2295,壬寅己酉庚午丙戌,HEAVY,IN_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2298,庚戌壬午丙子壬辰,HEAVY,IN_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|ZHONGGUA-2SIDE
2301,乙卯戊子壬辰戊申,HEAVY,IN_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2304,丙辰辛卯甲申庚午,HEAVY,IN_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE
2311,丁丑乙巳癸酉壬子,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2314,丙寅戊戌丁酉乙巳,LIGHT,OUT_OF_SEASON,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE
2317,丙子庚寅辛巳戊子,LIGHT,OUT_OF_SEASON,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE
2320,丁亥丙午戊寅甲寅,HEAVY,SUPPORTS,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2323,己巳戊辰甲子辛未,LIGHT,OUT_OF_SEASON,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|HE-HUASHEN-DESHI|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE
2330,壬辰壬寅戊戌丙辰,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2333,壬午癸丑甲寅丁卯,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2336,壬辰乙巳丙子己丑,HEAVY,IN_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE
2339,乙酉丙戌癸酉丁巳,NONE,OUT_OF_SEASON,ZHONGGUA-2SIDE
2342,甲申戊辰戊子戊午,HEAVY,IN_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2345,癸巳甲子壬子庚戌,HEAVY,IN_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE
2360,庚辰丁亥庚辰丁丑,LIGHT,OUT_OF_SEASON,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2363,乙未戊子庚辰丁丑,LIGHT,OUT_OF_SEASON,REN-CAIGUAN|LIGHT-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE
2366,戊子乙卯丙寅丁酉,HEAVY,SUPPORTS,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|ZHONGGUA-2SIDE
2369,丙申癸巳丙午甲午,HEAVY,IN_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE
2376,辛卯甲午丙辰庚寅,HEAVY,IN_SEASON,REN-CAIGUAN|HEAVY-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE
2379,辛卯甲午乙卯乙酉,HEAVY,OUT_OF_SEASON,REN-CAIGUAN|HEAVY-ROOT|TENGLUO-XIJIA|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|ZHONGGUA-2SIDE
